"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
60,"Male",59,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",5,"No","Too Low","FALSE","Unwise and happy"
107,"Male",57,"Independent","Neither approve nor disapprove","College degree","Likely","Not Real At All",0,"Strongly Agree","Strongly Agree",3,"No","About Right","TRUE","Unwise and happy"
61,"Male",50,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",5,"Somewhat Disagree","Strongly Disagree",2,"No","Too High","TRUE","Unwise and happy"
124,"Female",27,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",25,"No","Too Low","TRUE","Wise and Unhappy"
73,"Male",80,"Democrat","Strongly disapprove","College degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Disagree",20,"No","Too Low","TRUE","Wise and Unhappy"
91,"Male",83,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Agree","Strongly Agree",0,"No","About Right","TRUE","Wise and Unhappy"
93,"Male",90,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",15,"No","Too Low","TRUE","Unwise and happy"
135,"Male",24,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",1,"No","Too Low","FALSE","Wise and Unhappy"
57,"Male",70,"Independent","Somewhat Approve","High school","Likely","Real and Caused by People",1,"Somewhat Disagree","Strongly Agree",1,"Yes","About Right","TRUE","Wise and Unhappy"
61,"Male",22,"Republican","Strongly Approve","College degree","Unlikely","Real and Caused by People",4,"Somewhat Agree","Neither Agree nor Disagree",4,"No","About Right","FALSE","Unwise and happy"
167,"Male",49,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",12,"Yes","Too Low","TRUE","Unwise and happy"
65,"Female",23,"Democrat","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",10,"No","Too Low","FALSE","Wise and Unhappy"
159,"Male",24,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",6,"Yes","About Right","FALSE","Unwise and happy"
65,"Female",50,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Unwise and happy"
103,"Male",51,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",2,"Yes","Too Low","TRUE","Wise and Unhappy"
73,"Female",68,"Independent","Strongly Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Somewhat Agree",2,"No","Too High","TRUE","Unwise and happy"
140,"Male",21,"Independent","Somewhat disapprove","Some college","Unlikely","Real but not Caused by People",4,"Somewhat Agree","Somewhat Agree",6,"No","About Right","TRUE","Unwise and happy"
74,"Female",34,"Democrat","Strongly disapprove","Other","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",6,"No","Too Low","TRUE","Wise and Unhappy"
72,"Male",24,"Independent","Strongly Approve","Some college","Likely","Real and Caused by People",1,"Somewhat Disagree","Somewhat Disagree",56,"Yes","About Right","TRUE","Wise and Unhappy"
422,"Male",46,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",10,"No","About Right","TRUE","Wise and Unhappy"
56,"Male",75,"Democrat","Strongly Approve","Some college","Likely","Not Real At All",1,"Somewhat Agree","Strongly Agree",2,"No","Too Low","TRUE","Wise and Unhappy"
152,"Male",18,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",1,"Strongly Disagree","Strongly Agree",15,"No","About Right","TRUE","Wise and Unhappy"
101,"Female",55,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
25,"Male",45,"Independent","Strongly disapprove","High school","Likely","Not Real At All",0,"Somewhat Agree","Strongly Agree",5,"No","About Right","TRUE","Unwise and happy"
39,"Male",27,"Independent","Somewhat disapprove","High school","Unlikely","Real but not Caused by People",2,"Strongly Agree","Strongly Disagree",4,"Yes","Too Low","FALSE","Wise and Unhappy"
62,"Female",89,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",5,"No","Too High","FALSE","Unwise and happy"
124,"Female",50,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",10,"No","Too Low","TRUE","Wise and Unhappy"
45,"Female",26,"Independent","Strongly disapprove","Some college","Unlikely","Not Real At All",3,"Strongly Agree","Strongly Agree",2,"No","About Right","TRUE","Wise and Unhappy"
85,"Female",34,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Unwise and happy"
146,"Female",26,"Independent","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Somewhat Agree","Somewhat Agree",5,"Yes","Too Low","FALSE","Wise and Unhappy"
76,"Male",36,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",3,"Strongly Disagree","Somewhat Agree",7,"Yes","Too Low","FALSE","Unwise and happy"
113,"Male",75,"Independent","Strongly Approve","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Neither Agree nor Disagree",62,"Yes","Too Low","FALSE","Unwise and happy"
100,"Male",44,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",0,"No","Too High","FALSE","Unwise and happy"
135,"Female",70,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Somewhat Disagree",3,"Yes","About Right","FALSE","Unwise and happy"
72,"Male",79,"Independent","Strongly Approve","Some college","Unlikely","Real and Caused by People",1,"Strongly Disagree","Strongly Agree",25,"No","Too Low","TRUE","Unwise and happy"
68,"Male",40,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",4,"Strongly Agree","Strongly Disagree",59,"No","Too Low","FALSE","Wise and Unhappy"
112,"Female",66,"Republican","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Disagree",2,"No","Too Low","TRUE","Wise and Unhappy"
44,"Female",53,"Independent","Strongly disapprove","High school","Likely","Real but not Caused by People",2,"Somewhat Agree","Somewhat Agree",2,"Yes","Too High","TRUE","Unwise and happy"
144,"Male",23,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",2,"No","Too Low","TRUE","Unwise and happy"
84,"Male",80,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",1,"Somewhat Agree","Somewhat Agree",1000,"No","Too Low","FALSE","Wise and Unhappy"
98,"Male",26,"Democrat","Neither approve nor disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",7,"No","Too Low","FALSE","Wise and Unhappy"
71,"Male",45,"Independent","Neither approve nor disapprove","Some college","Likely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"No","Too High","FALSE","Wise and Unhappy"
140,"Female",62,"Democrat","Somewhat Approve","Some college","Likely","Real and Caused by People",2,"Strongly Disagree","Strongly Agree",4,"No","Too High","FALSE","Unwise and happy"
105,"Male",75,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",2,"Somewhat Disagree","Strongly Agree",1,"Yes","About Right","TRUE","Wise and Unhappy"
70,"Male",32,"Independent","Neither approve nor disapprove","High school","Unlikely","Real and Caused by People",4,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
163,"Female",46,"Independent","Strongly Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",1,"No","About Right","TRUE","Unwise and happy"
56,"Female",55,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",300,"Yes","Too Low","TRUE","Wise and Unhappy"
53,"Female",51,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",3,"No","About Right","TRUE","Wise and Unhappy"
103,"Male",39,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",4,"No","Too Low","FALSE","Unwise and happy"
127,"Female",50,"Independent","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",12,"No","Too Low","FALSE","Unwise and happy"
84,"Female",45,"Independent","Somewhat Approve","Graduate degree","Unlikely","Real but not Caused by People",3,"Somewhat Disagree","Strongly Agree",15,"Yes","Too Low","TRUE","Unwise and happy"
104,"Male",59,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",30,"No","Too Low","FALSE","Unwise and happy"
48,"Female",50,"Democrat","Strongly disapprove","College degree","Unlikely","Not Real At All",0,"Somewhat Agree","Somewhat Disagree",30,"Yes","Too Low","FALSE","Unwise and happy"
69,"Male",29,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",5,"Yes","About Right","FALSE","Unwise and happy"
87,"Male",87,"Democrat","Strongly disapprove","Other","Likely","Real and Caused by People",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",3,"No","Too High","TRUE","Unwise and happy"
144,"Male",29,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",3,"No","Too Low","FALSE","Unwise and happy"
85,"Female",25,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","FALSE","Wise and Unhappy"
30,"Female",39,"Independent","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",0,"Strongly Agree","Somewhat Disagree",50,"No","Too Low","FALSE","Unwise and happy"
91,"Female",40,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",4,"No","About Right","FALSE","Unwise and happy"
102,"Male",40,"Republican","Somewhat Approve","High school","Unlikely","Not Real At All",3,"Somewhat Disagree","Somewhat Agree",0,"No","About Right","FALSE","Unwise and happy"
10,"Female",57,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Agree",4,"Yes","Too High","TRUE","Unwise and happy"
80,"Male",19,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",5,"Yes","About Right","FALSE","Unwise and happy"
102,"Female",54,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",7,"No","Too Low","FALSE","Wise and Unhappy"
102,"Female",18,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",4,"Yes","Too Low","FALSE","Wise and Unhappy"
211,"Female",65,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",40,"No","Too Low","FALSE","Wise and Unhappy"
74,"Female",89,"Democrat","Neither approve nor disapprove","Some college","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
39,"Male",70,"Independent","Somewhat disapprove","Some college","Unlikely","Not Real At All",0,"Somewhat Agree","Strongly Agree",4,"No","Too Low","TRUE","Unwise and happy"
64,"Male",41,"Independent","Strongly Approve","Some college","Likely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",0,"No","About Right","TRUE","Unwise and happy"
58,"Male",65,"Democrat","Somewhat Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","About Right","TRUE","Unwise and happy"
92,"Male",64,"Democrat","Somewhat Approve","High school","Unlikely","Real and Caused by People",3,"Somewhat Agree","Somewhat Disagree",0,"No","About Right","TRUE","Unwise and happy"
140,"Female",38,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Somewhat Agree","Somewhat Agree",3,"Yes","Too Low","TRUE","Wise and Unhappy"
86,"Male",78,"Independent","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Unwise and happy"
84,"Female",26,"Independent","Somewhat disapprove","College degree","Unlikely","Real but not Caused by People",3,"Strongly Agree","Somewhat Agree",1,"Yes","Too Low","TRUE","Unwise and happy"
64,"Male",59,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","About Right","FALSE","Unwise and happy"
92,"Male",18,"Independent","Somewhat Approve","High school","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",15,"No","Too Low","FALSE","Unwise and happy"
73,"Other",41,"Independent","Strongly Approve","College degree","Likely","Real but not Caused by People",0,"Neither Agree nor Disagree","Strongly Agree",4,"No","Too Low","FALSE","Wise and Unhappy"
98,"Male",49,"Republican","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",10,"Yes","Too Low","TRUE","Wise and Unhappy"
44,"Other",30,"Democrat","Strongly Approve","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Disagree",9.5,"No","Too Low","FALSE","Wise and Unhappy"
116,"Male",52,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Somewhat Disagree","Strongly Agree",20,"No","Too Low","TRUE","Wise and Unhappy"
62,"Female",66,"Republican","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",10,"No","Too High","TRUE","Unwise and happy"
58,"Male",44,"Independent","Strongly Approve","College degree","Likely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Agree",3,"No","Too High","FALSE","Wise and Unhappy"
86,"Male",65,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Agree",0,"No","Too Low","FALSE","Unwise and happy"
